SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0022-0-00,4300 n 1st st,san jose,CA,95134,1539044,2001,office,188332,188000,2020,pending revisions,,,,,,,,,0,,,,,,,,,,,,,,,,
0023-0-00,4400 n 1st st,san jose,CA,95134,1539045,2001,office,188332,188000,2020,pending revisions,,,,,,,,,0,,,,,,,,,,,,,,,,
0025-0-00,4453 n 1st st,san jose,CA,95134,1539057,2018,office,184351,187660,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0026-0-00,4353 n 1st st,san jose,CA,95134,1539058,2016,office,184351,182717,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0027-0-00,5093 disk dr,san jose,CA,95134,1544021,1990,other,168011,200405,2020,pending revisions,,,,,,,,,0,,,,,,,,,,,,,,,,
0028-0-00,5087 disk dr,san jose,CA,95134,1544026,1990,refrigerated warehouse,395200,178712,2020,pending revisions,95,2.8,7.9,2.8,7.9,134316.3,,,0,,,,,,,,,,,,,,,,
0029-0-00,5079 disk dr,san jose,CA,95134,1544026,2017,non-refrigerated warehouse,395200,259086,2020,pending revisions,,0.9,2.5,0.9,2.5,60100.4,,,0,,,,,,,,,,,,,,,,
0029-1-00,4550 n 1st st,san jose,CA,95134,1544027,2018,office,332000,83051,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0030-0-00,4500 n 1st st,san jose,CA,95134,1544028,2016,,83000,,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0030-1-00,656 america center ct,alviso,CA,95002,1545013,2019,hotel,166340,166340,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0031-0-00,510 america center court,san jose,CA,95002,1545048,2021,hotel,82360,92684,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0032-0-00,6001 america center dr,alviso,CA,95002,1545049,2009,office,212863,212863,2020,in compliance,76,72.5,179.1,72.2,177.4,3619106,30298.18792,,160.9,,390.7,,2451.9,,,,,,,,,,2842.6,13.35,
0033-0-00,6220 america center drive,san jose,CA,95002,1545051,2017,office,215834,220761,2020,pending revisions,,6.2,17.1,6.2,17.1,390792.2,367.9999878,,2,,229,,1050.8,,,,,,,,,,1279.7,5.8,
0034-0-00,6280 america center dr,alviso,CA,95002,1545052,2017,office,481246,220761,2020,in compliance,86,69.5,163.1,67.2,156.8,3187318,39685.38876,,210.8,,1239.6,,524.8,,,,,,,,,,1764.4,7.99,
0035-0-00,6201 america center dr,alviso,CA,95002,1545053,2009,office,213800,209212,2020,pending revisions,81,55,119.4,55.2,118.6,2214107,44807.51446,,238,,2113.5,,2451.9,,,,,,,,,,4565.5,20.94,
0037-0-00,1900-1902 lakewood dr,san jose,CA,95132,9201016,1975,multifamily housing,140800,113629,2020,in compliance,95,33.8,58.7,34.9,59.7,440373,24575.82934,,130.5,,,,,,,,,,,,,,8551,75.25,28
0038-0-00,1953 via reggio ct,san jose,CA,95132,9201018,1988,multifamily housing,37530,39290,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0039-0-00,2155 morrill ave,san jose,CA,95132,9209010,1990,retail store,108268,108268,2020,pending revisions,94,46.8,130.1,46.8,130.1,1467908,613.000006,,3.3,,1666,,,,,,,,,,,,1666,15.39,
0040-0-00,2115 morrill ave,san jose,CA,95132,9209011,1972,retail store,24340,24340,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0041-0-00,2105 morrill ave,san jose,CA,95132,9209012,2000,retail store,20317,20317,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0044-0-00,100 headquarters dr,san jose,CA,95134,9703127,1999,office,46070,46070,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0045-0-00,450 holger way,san jose,CA,95134,9703129,1999,other,93210,98432,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0046-0-00,400 holger way,san jose,CA,95134,9703130,2005,data center,76410,76410,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0047-0-00,350 holger way,san jose,CA,95134,9703131,1999,office,96710,96502,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0048-0-00,300 holger way,san jose,CA,95134,9703132,1999,office,99870,101194,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0049-0-00,250 holger way,san jose,CA,95134,9703133,1999,office,76410,77209,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0050-0-00,200 holger way,san jose,CA,95134,9703134,2001,office,96640,96640,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0051-0-00,3103 n 1st st,san jose,CA,95134,9706047,1995,office,97912,94328,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0055-0-00,251 brandon st,san jose,CA,95134,9706057,2015,multifamily housing,233014,289052,2020,in compliance,78,43.9,76.9,44.6,77.6,1133035,59380.8491,,315.4,,,,,,,,,,,,,,13717.6,62.4,29
0056-0-00,3101 n 1st st,san jose,CA,95134,9706060,1995,office,95030,94328,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0057-0-00,3477 lily way,san jose,CA,95134,9706061,2014,multifamily housing,122007,153782,2020,pending revisions,55,58,88.5,59.5,90,707594.2,67398.1208,,358,,,,,,,,,,,,,,5845.7,38.01,51
0058-0-00,250 brandon st,san jose,CA,95134,9706062,2014,multifamily housing,182414,236048,2020,in compliance,54,53.3,87,54.8,88.4,1217589,87908.066,,466.9,,,,,,,,,,,,,,10065.9,42.64,36
0059-0-00,55 river oaks pl,san jose,CA,95134,9706063,2015,multifamily housing,302570,415641,2020,pending revisions,,55.9,94.4,57,95.5,2482829,152281.6522,,808.8,,,,,,,2120.5,,,,,,,15933.7,38.34,40
0060-0-00,52 skytop st,san jose,CA,95134-2186,9706066,2016,multifamily housing,261309,346621,2020,pending revisions,,45.7,73.4,47,74.7,1475110,112530.9837,,597.7,,,,,,,,,,,,,,13517.3,39,40
0061-0-00,3473 n 1st st,san jose,CA,95134-1801,9706067,2015,multifamily housing,257196,319309,2020,pending revisions,76,47.2,76.6,48.3,77.5,1429628,105461.4904,,560.2,,,,,,,,,,,,,,11267.8,35.29,56
0062-0-00,191 baypointe pkwy,san jose,CA,95134,9707030,1986,college/university,45848,45800,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0063-0-00,90 e tasman dr,san jose,CA,95134,9707038,1984,medical office,96154,96154,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0064-0-00,3550 n 1st st,san jose,CA,95134,9707040,2000,other - technology/science,76690,76690,2020,in compliance,,65.1,160.9,65.1,160.9,1188687,9399.2,245.5,49.9,295.4,201.3,,2694.9,,,,,,,,,,2896.2,37.76,
0065-0-00,210 baypointe pkwy,san jose,CA,95134,9707046,1985,,67984,,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0066-0-00,3590 n 1st st,san jose,CA,95134,9707061,1989,office,85006,84035,2020,in compliance,,75.6,165.3,76.4,165.5,1199906,23291.07607,,123.7,,1881.3,,1777.3,,,,,,,,,,3658.7,43.54,
0067-0-00,160 e tasman dr,san jose,CA,95134,9707065,1990,office,110000,109243,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0068-0-00,91 e tasman dr,san jose,CA,95134,9707066,1985,office,83632,84049,2020,in compliance,8,82.8,231.8,82.8,231.8,2039485,,,0,,,,,,,,,,,,,,824.7,9.81,
0069-0-00,121 e tasman dr,san jose,CA,95134,9707072,2000,multifamily housing,164065,270689,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0071-0-00,25 rio robles e,san jose,CA,95134,9707075,2003,multifamily housing,135806,168399,2020,in compliance,57,46.3,76.2,47.1,76.6,765268.5,53148.30879,,282.3,,,,,,,1206.5,,,,,,,7254.8,43.08,41
0072-0-00,65 rio robles e,san jose,CA,95134,9707076,2003,multifamily housing,214075,264925,2020,pending revisions,98,36.8,62,37,61.7,1012729,63412.3697,,336.8,,,,,,,5158.5,,,,,,,15771.8,59.53,22
0073-0-00,85 rio robles e,san jose,CA,95134,9707077,2003,multifamily housing,232705,288847,2020,in compliance,85,45.1,72.7,45.6,72.9,1211528,90402.1725,,480.2,,,,,,,1679.7,,,,,,,11729.9,40.61,52
0074-0-00,80 descanso dr,san jose,CA,95134,9707080,2002,multifamily housing,233943,289591,2020,in compliance,73,46.1,75.3,46.7,75.5,1281967,91499.2487,,486,,,,,,,2174.3,,,,,,,11766.6,40.63,40
0075-0-00,60 descanso dr,san jose,CA,95134,9707081,2002,multifamily housing,220943,264853,2020,in compliance,87,39.7,70.7,40.3,71.3,1286198,62942.1903,,334.3,,,,,,,4806.4,,,,,,,13100.5,49.46,29
0076-0-00,20 descanso dr,san jose,CA,95134,9707082,2003,multifamily housing,233200,289753,2020,in compliance,79,46.8,74.6,47.7,75.2,1218365,96617.9889,,513.2,,,,,,,6180.7,,,,,,,16000.2,55.22,22
0077-0-00,178 e tasman dr,san jose,CA,95134,9707084,2001,other,116042,112043,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0078-0-00,135 rio robles e,san jose,CA,95134,9707087,2005,multifamily housing,440382,296986,2020,in compliance,73,44.8,76.2,45.1,76,1424518,85317.8404,,453.2,,,,,,,3989.1,,,,,,,14584.5,49.11,32
0078-0-01,185 estancia drive,san jose,CA,95134,9707087,2005,multifamily housing,440382,243007,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0079-0-00,180 alicante dr,san jose,CA,95134,9707089,2006,multifamily housing,361052,106722,2020,in compliance,42,52.1,96.3,52.4,96,732569.7,30879.54732,,164,,,,,,,2441.2,,,,,,,6408.3,60.05,23
0079-0-01,130 descanso drive,san jose,CA,95134,9707089,2006,multifamily housing,361052,340673,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0080-0-00,3507 palmilla dr,san jose,CA,95134,9707094,2007,multifamily housing,437102,448311,2020,in compliance,61,45,76.7,45.6,77,2182043,130048.2712,,690.7,,,,,,,2893.8,,,,,,,14563.4,32.48,57
0080-0-01,3500 palmilla drive,san jose,CA,95134,9707094,2007,multifamily housing,437102,93578,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0081-0-00,175 baypointe pkwy,san jose,CA,95134,9707096,2014,multifamily housing,172223,226849,2020,in compliance,76,44.1,74.3,44.5,74.4,934325.5,57918.9022,,307.6,,,,,,,,,,,,,,14672.7,72.78,5
0082-0-00,150-152 river oaks pkwy,san jose,CA,95134,9709019,1984,manufacturing/industrial plant,100024,100024,2020,in compliance,,27.9,62,29,63.1,548246.7,10266.21929,,54.5,,351,,,,,1044.9,,,,,,,1395.8,13.96,
0083-0-00,3300 n 1st st,san jose,CA,95134,9709031,1999,other - technology/science,163550,177103,2020,pending revisions,,152.2,321.6,154.9,324.5,4799493,110597.9964,,587.4,,,,,,,,,,,,,,2623.2,14.81,
0084-0-00,3200 n 1st st,san jose,CA,95134,9709037,1997,other - technology/science,85017,85017,2020,in compliance,21,113.1,263,114.1,261.8,2021647,28005.65753,,148.8,,,,,,,,,,,,,,3040.4,35.76,
0085-0-00,101 innovation dr,san jose,CA,95134,9709045,1998,office,359360,106462,2020,pending revisions,85,54.9,128.7,55.7,128.6,1251200,16578.37616,,88.1,,1653.4,,1823.1,,,,,,,,,,3476.5,32.65,
0085-0-01,131 innovation dr,san jose,CA,95134,9709045,1998,office,127890,127890,2020,pending revisions,,299.3,366,299.3,366,1108321,344978.1511,,1832.3,,362.1,,1791.4,,,,,,,,,,2153.5,16.84,
0085-1-00,121 innovation dr,san jose,CA,95134,9709044,1998,office,128740,128740,2020,pending revisions,,68.9,172.7,69.9,173.7,2162367,16168.18075,,85.9,,750.8,,1299.2,,,,,,,,,,2050,15.92,
0086-0-00,197 innovation dr,san jose,CA,95134,9709046,2001,parking,249000,259714,2020,pending revisions,,3.8,10.8,3.8,10.8,293005.9,,,0,,,,,,,,,,,,,,,,
0087-0-00,190 river oaks pkwy,san jose,CA,95134,9709049,1998,office,142200,141998,2020,pending revisions,,381,679.3,381,679.3,6641799,314337.9271,,1669.6,,2814.8,,1737.4,,,,,,,,,,4552.2,32.06,
0088-0-00,3137-3151 zanker rd,san jose,CA,95134,9709050,1990,office,201500,201500,2020,pending revisions,,0,0,0,0,0,,,0,,38.6,,1802.5,,,,,,,,,,1841.1,9.21,
0089-0-00,3100 n 1st st,san jose,CA,95134,9709052,1992,,96549,,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0090-0-00,110 holger way,san jose,CA,95134,9714087,2010,office,124767,135167,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0091-0-00,120 holger way,san jose,CA,95134,9714088,2010,office,218349,227663,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0092-0-00,130 holger way,san jose,CA,95134,9714089,2010,office,218349,236040,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0092-1-00,95 headquarters dr,san jose,CA,95134,9714096,2010,parking,125323,125323,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0093-0-00,75 headquarters dr,san jose,CA,95134,9714101,2010,hotel,116628,116628,2020,pending revisions,50,63,123.9,62.7,122.9,1130770,35597.22268,,189.1,,,,281.5,,,,,,,,,,3108.6,26.27,
0094-0-00,4180 n. 1st street,san jose,CA,95134,9714104,1976,restaurant,20329,24624,2020,in compliance,,249.2,449,249.9,447.3,629363.6,29330.67347,,155.8,,,,,,,,,,,,,,3654.1,179.75,
0095-0-00,95 holger way,san jose,CA,95134,9714107,2010,retail store,137954,137954,2020,pending revisions,87,47.6,126,47.8,125.6,1741615,6575.999653,,34.9,,2011,,,,,,,,,,,,2011,14.58,
0096-0-00,111 holger way,san jose,CA,95134,9714108,2013,hotel,98905,18650,2020,pending revisions,2,366.5,662.9,367.6,661,859026.9,39238.26854,,208.4,,306.6,,,,,18.6,,,,,,,325.2,17.44,
0097-0-00,2670 seely ave bldg 11,san jose,CA,95134,9715028,1995,office,136602,141033,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0098-0-00,600 epic way,san jose,CA,95134,9715035,2012,multifamily housing,231836,280512,2020,pending revisions,80,39.7,78.1,39.7,78.1,1711967,52872.66899,,280.8,,,,,,,,,,,,,,5379.2,19.18,92
0099-0-00,640 epic way,san jose,CA,95134,9715036,2013,multifamily housing,240400,285844,2020,pending revisions,96,30.6,64.5,30.6,64.5,1548774,34619.64861,,183.9,,,,,,,,,,,,,,11809.5,41.31,44
0100-0-00,680 epic way,san jose,CA,95134,9715037,2013,multifamily housing,188493,227424,2020,pending revisions,99,29.9,58.5,30.4,59.1,1036828,33728.3617,,179.1,,,,,,,,,,,,,,6284.6,27.63,81
0101-0-00,3700 casa verde st,san jose,CA,95134,9721121,2013,multifamily housing,397083,480955,2020,in compliance,44,48.6,84.2,48.9,84.1,2630598,145669.5922,,773.7,,,,,,,,,,,,,,19083.1,39.68,64
0102-0-00,3737 casa verde st,san jose,CA,95134,9721122,2015,multifamily housing,208696,303637,2020,in compliance,73,46.1,79.2,46.5,79,1108106,64272.6718,,341.4,,,,,,,,,,,,,,7685.3,35.03,65
0103-0-00,251 river oaks pkwy,san jose,CA,95134,9733033,1981,,88818,,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0104-0-00,211 river oaks pkwy,san jose,CA,95134,9733034,1982,,75790,,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0105-0-00,260 innovation dr,san jose,CA,95134,9733105,1986,office,103227,102821,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0106-0-00,355 river oaks pkwy,san jose,CA,95134,9733111,1980,manufacturing/industrial plant,200723,194000,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0107-0-00,373 river oaks cir,san jose,CA,95134,9733112,1990,multifamily housing,185456,221925,2020,in compliance,84,37.6,65.2,38.1,66,949580.9,50652.4853,,269,,,,,,,,,,,,,,11371,52.13,56
0108-0-00,270 innovation dr,san jose,CA,95134,9733115,1986,office,103103,104303,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0109-0-00,250 innovation drive,san jose,CA,95134,9733116,1986,parking,375461,163034,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0110-0-00,280 innovation dr,san jose,CA,95134,9733118,1986,office,161811,162840,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0111-0-00,310 crescent village cir,san jose,CA,95134,9733119,2012,multifamily housing,1659060,441502,2020,in compliance,38,44,73.4,44.8,73.9,1987951,129777.5474,,689.3,,,,,,,4929.8,,,,,,,19014.2,43.07,32
0112-0-00,3200 zanker rd,san jose,CA,95134,9733120,2006,multifamily housing,341510,451965,2020,in compliance,47,39.7,66.3,40.6,67,1845974,120540.4226,,640.2,,,,,,,7189.6,,,,,,,19732.7,43.66,26
0113-0-00,320 crescent village cir,san jose,CA,95134,9733121,2013,multifamily housing,310021,411873,2020,in compliance,47,44.3,70.3,45.3,71.1,1625090,131066.4109,,696.2,,,,,,,2856.8,,,,,,,14540.8,35.3,54
0114-0-00,330 crescent village cir,san jose,CA,95134,9733122,2013,multifamily housing,314129,389520,2020,in compliance,50,40.9,67.8,41.7,68.4,1601612,107838.0649,,572.8,,,,,,,2622.3,,,,,,,13132.3,33.71,56
0115-0-00,350 river oaks pkwy,san jose,CA,95134,9733123,2013,multifamily housing,290639,360392,2020,in compliance,43,47.6,75.1,48.9,76.4,1516409,124397.98,,660.7,,,,,,,2057.6,,,,,,,13599.1,37.73,55
0116-0-00,385 river oaks pkwy,san jose,CA,95134,9733125,2015,multifamily housing,420283,521151,2020,in compliance,62,40.7,62.3,41.7,63,1680664,159944.8569,,849.5,,,,,,,4121.2,,,,,,,15499.4,29.74,66
0117-0-00,3401 iron point dr,san jose,CA,95134,9733126,2014,multifamily housing,251793,324610,2020,in compliance,99,29.9,61,30.1,61.2,1606538,42889.5279,,227.8,,,,,,,,,,,,,,9916.4,30.55,63
0118-0-00,1 vista montana,san jose,CA,95134,9752013,2014,multifamily housing,465563,525285,2020,in compliance,95,31.4,64,31.5,64,2584339,69431.519,,368.8,,12707.1,,,,,776.4,,,,,,,13483.5,26.97,84
0120-0-00,4401-4461 renaissance dr,san jose,CA,95134,9752037,1998,multifamily housing,118509,118509,2020,in compliance,95,35,58,35.2,58.3,568133.4,36746.3905,,195.2,,,,,,,,,,,,,,8602.1,54.01,48
0121-0-00,4511-4571 renaissance dr,san jose,CA,95134,9752038,1998,multifamily housing,206932,138608,2020,pending revisions,99,29.2,48.2,29.5,48.4,606278.5,40255.71993,,213.8,,,,,,,,,,,,,,9516.4,45.99,65
0122-0-00,99 vista montana,san jose,CA,95134,9752041,2016,multifamily housing,530457,661182,2020,pending revisions,100,22.1,43.2,22.1,43.2,2644384,85194.0188,,452.5,,,,,,,,,,,,,,17830.6,22.5,83
0123-0-00,4001 n 1st st,san jose,CA,95134,9753007,1984,,75216,,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0124-0-00,3939 n 1st st,san jose,CA,95134,9753008,1984,office,64336,64399,2020,in compliance,,307.2,814.3,307.2,814.3,5298723,16850.3,1094.1,89.5,1183.6,,505.5,830.4,,,,,,,,,,1335.9,20.76,
0125-0-00,3901 n 1st st,san jose,CA,95134,9753009,2016,office,65188,65188,2020,in compliance,66,74.3,137.2,77.1,139.2,636700.2,28516.88083,,151.5,,,,1353.5,,,,,,,,,,1741.2,26.71,
0126-0-00,3833 n 1st st,san jose,CA,95134,9753010,1980,office,80908,80908,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0127-0-00,125 w tasman dr,san jose,CA,95134,9753017,1999,,121126,,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0128-0-00,198 champion ct,san jose,CA,95134,9753019,2002,laboratory,111450,111450,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0129-0-00,195 champion ct,san jose,CA,95134,9753020,1986,laboratory,60370,60370,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0130-0-00,3745 n 1st st,san jose,CA,95134,9753024,1985,office,67582,68024,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0131-0-00,3725 n 1st st,san jose,CA,95134,9753025,2015,office,70656,223899.9,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0132-0-00,175 w tasman dr,san jose,CA,95134,9753028,1995,office,93230,95399,2020,pending revisions,,,,,,,,,0,,,,,,,,,,,,,,,,
0133-0-00,225 w tasman dr,san jose,CA,95134,9753032,1995,office,140210,137761,2020,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0134-0-00,255 w tasman dr,san jose,CA,95134,9753033,1995,office,320053,181249,2020,pending revisions,,,,,,,,,0,,,,,,,,,,,,,,,,
0134-0-01,285 w tasman,san jose,CA,95134,9753033,1995,office,141429,141429,2020,pending revisions,,,,,,,,,,,,,,,,,,,,,,,,,
0135-0-00,3655 n 1st st,san jose,CA,95134,9753034,2015,office,636145,636145,2020,in compliance,78,104.5,234.1,106.1,235.8,13253220,222740.9746,,1183.1,,10230.3,,,,,3921.1,,,,,,,14420.2,22.67,
