SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0040-0-00,2115 morrill ave,san jose,CA,95132,9209011,1972,retail store,24340,24340,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0041-0-00,2105 morrill ave,san jose,CA,95132,9209012,2000,retail store,20317,20317,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0044-0-00,100 headquarters dr,san jose,CA,95134,9703127,1999,office,46070,46070,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0045-0-00,450 holger way,san jose,CA,95134,9703129,1999,other,93210,98432,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0046-0-00,400 holger way,san jose,CA,95134,9703130,2005,data center,76410,76410,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0047-0-00,350 holger way,san jose,CA,95134,9703131,1999,office,96710,96502,2021,pending revisions,,,,,,,,,0,,,,,,,,,,,,,,,,
0048-0-00,300 holger way,san jose,CA,95134,9703132,1999,office,99870,101194,2021,in compliance,,3.4,9.6,3.4,9.6,101657.4,0,,0,,11,,,,,835,,,,,,,846,8.36,
0049-0-00,250 holger way,san jose,CA,95134,9703133,1999,office,76410,77209,2021,in compliance,69,40.9,81.8,40.9,81.8,501938.1,14471.03325,,76.9,,944.5,,,,,509.8,,,,,,,1454.2,18.84,
0050-0-00,200 holger way,san jose,CA,95134,9703134,2001,office,96640,96640,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0051-0-00,3103 n 1st st,san jose,CA,95134,9706047,1995,office,97912,94328,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0055-0-00,251 brandon st,san jose,CA,95134,9706057,2015,multifamily housing,233014,289052,2021,in compliance,78,42.7,78.3,42.9,78.5,1231950,52310.1486,,277.8,,9158.8,,8342,,,,,,,,,,17500.8,79.61,13
0056-0-00,3101 n 1st st,san jose,CA,95134,9706060,1995,office,95030,94328,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0057-0-00,3477 lily way,san jose,CA,95134,9706061,2014,multifamily housing,122007,153782,2021,in compliance,77,47.8,79.4,48.4,79.9,749116.2,48859.79968,,259.5,,,,,,,,,,,,,,5637.1,36.66,54
0058-0-00,250 brandon st,san jose,CA,95134,9706062,2014,multifamily housing,182414,236048,2021,in compliance,81,51.7,86.7,52.9,87.8,1275807,81238.3271,,431.5,,,,,,,,,,,,,,10679.8,45.24,31
0059-0-00,55 river oaks pl,san jose,CA,95134,9706063,2015,multifamily housing,302570,415641,2021,in compliance,,51.1,86.6,51.9,87.4,2287179,137775.0317,,731.8,,,,,,,2104.9,,,,,,,14782.3,35.57,47
0060-0-00,52 skytop st,san jose,CA,95134-2186,9706066,2016,multifamily housing,261309,346621,2021,in compliance,,45,74.4,45.9,75.2,1569108,105410.8163,,559.9,,,,,,,,,,,,,,12418.2,35.83,47
0061-0-00,3473 n 1st st,san jose,CA,95134-1801,9706067,2015,multifamily housing,257196,319309,2021,in compliance,77,46.1,77.2,46.8,77.9,1534071,97231.263,,516.4,,,,,,,,,,,,,,12563.4,39.35,47
0062-0-00,191 baypointe pkwy,san jose,CA,95134,9707030,1986,college/university,45848,45800,2021,in compliance,,21.9,59.2,21.9,59.2,278217.2,520.787886,,2.8,,88.6,,84.6,,,,,,,,,,173.2,3.78,
0063-0-00,90 e tasman dr,san jose,CA,95134,9707038,1984,medical office,96154,96154,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0064-0-00,3550 n 1st st,san jose,CA,95134,9707040,2000,other - technology/science,76690,76690,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0065-0-00,210 baypointe pkwy,san jose,CA,95134,9707046,1985,,67984,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0066-0-00,3590 n 1st st,san jose,CA,95134,9707061,1989,office,85006,84035,2021,in compliance,95,55.4,116.8,56.1,117.5,824379,19042.62129,,101.1,,653.9,,3337.3,,,,,,,,,,3991.1,47.49,
0067-0-00,160 e tasman dr,san jose,CA,95134,9707065,1990,office,110000,109243,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0068-0-00,91 e tasman dr,san jose,CA,95134,9707066,1985,office,83632,84049,2021,in compliance,79,27.4,76.6,27.4,76.6,673796.6,,,0,,,,,,,,,,,,,,846.5,10.07,
0069-0-00,121 e tasman dr,san jose,CA,95134,9707072,2000,multifamily housing,164065,270689,2021,in compliance,17,50.9,106.2,50.9,106.2,1593104,37416.99854,,198.7,,,,,,,,,,,,,,6966.6,38.64,57
0071-0-00,25 rio robles e,san jose,CA,95134,9707075,2003,multifamily housing,135806,168399,2021,in compliance,62,43,75.3,43.3,75.3,843253,44094.22892,,234.2,,,,,,,1346.4,,,,,,,8570.3,50.89,27
0072-0-00,65 rio robles e,san jose,CA,95134,9707076,2003,multifamily housing,214075,264925,2021,in compliance,96,38.8,66.1,38.8,65.9,1116919,64743.9361,,343.9,,,,,,,5822.2,,,,,,,19126.4,72.2,10
0073-0-00,85 rio robles e,san jose,CA,95134,9707077,2003,multifamily housing,232705,288847,2021,in compliance,80,45.7,76.6,45.9,76.7,1377371,85668.4371,,455,,,,,,,2444.6,,,,,,,17246.1,59.71,19
0074-0-00,80 descanso dr,san jose,CA,95134,9707080,2002,multifamily housing,233943,289591,2021,in compliance,74,45.4,75.2,45.9,75.5,1326662,87653.637,,465.6,,,,,,,2689.6,,,,,,,15299.3,52.83,19
0075-0-00,60 descanso dr,san jose,CA,95134,9707081,2002,multifamily housing,220943,264853,2021,in compliance,85,41.5,72.4,42.2,73.4,1292780,67536.2651,,358.7,,,,,,,5595.5,,,,,,,16425.6,62.02,13
0076-0-00,20 descanso dr,san jose,CA,95134,9707082,2003,multifamily housing,233200,289753,2021,in compliance,85,43.1,71.4,44.1,72.8,1282785,84102.6917,,446.7,,,,,,,8152,,,,,,,21266.1,73.39,7
0077-0-00,178 e tasman dr,san jose,CA,95134,9707084,2001,other,116042,112043,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0078-0-00,135 rio robles e,san jose,CA,95134,9707087,2005,multifamily housing,440382,296986,2021,in compliance,66,46.9,80.2,47.5,80.6,1528944,88772.3751,,471.5,,,,,,,3543.1,,,,,,,18481.9,62.23,15
0078-0-01,185 estancia drive,san jose,CA,95134,9707087,2005,multifamily housing,440382,243007,2021,in compliance,72,45.3,76.7,45.5,76.8,1179598,70386.7797,,373.9,,,,,,,726.9,,,,,,,12728.9,52.38,26
0079-0-00,180 alicante dr,san jose,CA,95134,9707089,2006,multifamily housing,361052,106722,2021,in compliance,43,51.6,96.2,51.9,96.3,747113.4,29950.18903,,159.1,,,,,,,2669.3,,,,,,,7619.3,71.39,12
0079-0-01,130 descanso drive,san jose,CA,95134,9707089,2006,multifamily housing,361052,340673,2021,in compliance,82,45.1,78.5,45.5,78.7,1767805,94568.3718,,502.3,,,,,,,6320,,,,,,,19485.4,57.2,23
0080-0-00,3507 palmilla dr,san jose,CA,95134,9707094,2007,multifamily housing,437102,448311,2021,in compliance,58,45.5,79.3,46.1,79.7,2346111,126635.724,,672.6,,,,,,,4374,,,,,,,19583.6,43.68,31
0080-0-01,3500 palmilla drive,san jose,CA,95134,9707094,2007,multifamily housing,437102,93578,2021,in compliance,1,71,121.5,72.4,122.8,732345.7,42798.78959,,227.3,,,,,,,,,,,,,,3217.6,34.38,47
0081-0-00,175 baypointe pkwy,san jose,CA,95134,9707096,2014,multifamily housing,172223,226849,2021,in compliance,77,43.6,74.9,43.8,75,978813.6,54923.4564,,291.7,,,,,,,,,,,,,,14348.7,71.17,6
0082-0-00,150-152 river oaks pkwy,san jose,CA,95134,9709019,1984,manufacturing/industrial plant,100024,100024,2021,in compliance,,16.3,33.7,16.5,33.9,276972.7,7086.539285,,37.6,,275.6,,,,,1139.5,,,,,,,1415.1,14.15,
0083-0-00,3300 n 1st st,san jose,CA,95134,9709031,1999,other - technology/science,163550,177103,2021,in compliance,,121.1,262.9,121.7,263.5,4025157,78226.368,,415.5,,,,,,,,,,,,,,4724,26.67,
0084-0-00,3200 n 1st st,san jose,CA,95134,9709037,1997,other - technology/science,85017,85017,2021,in compliance,47,79.9,177.4,80.9,178.4,1331287,23349.71905,,124,,,,,,,,,,,,,,2190.3,25.76,
0085-0-00,101 innovation dr,san jose,CA,95134,9709045,1998,office,359360,106462,2021,in compliance,88,45.4,107.6,45.8,107.9,1067788,12289.53325,,65.3,,525.4,,2164.9,,,,,,,,,,2690.3,25.27,
0085-0-01,131 innovation dr,san jose,CA,95134,9709045,1998,office,127890,127890,2021,in compliance,24,300,329.2,300,329.2,305889.7,373191.3004,,1982.2,,96.4,,2569.6,,,,,,,,,,2666,20.85,
0085-1-00,121 innovation dr,san jose,CA,95134,9709044,1998,office,128740,128740,2021,in compliance,94,49,120.3,49.3,120.6,1483506,12857.53327,,68.3,,170.5,,2103.5,,,,,,,,,,2274,17.66,
0086-0-00,197 innovation dr,san jose,CA,95134,9709046,2001,parking,249000,259714,2021,in compliance,,2.8,7.8,2.8,7.8,211498.8,,,0,,,,,,,,,,,,,,,,
0087-0-00,190 river oaks pkwy,san jose,CA,95134,9709049,1998,office,142200,141998,2021,in compliance,,386.1,718.3,386.1,718.3,7439166,294489.2147,,1564.2,,2575.9,,1776.3,,,,,,,,,,4352.2,30.65,
0088-0-00,3137-3151 zanker rd,san jose,CA,95134,9709050,1990,office,201500,201500,2021,in compliance,,0,0,0,0,0,,,0,,61.6,,4106.1,,,,,,,,,,4167.7,20.84,
0089-0-00,3100 n 1st st,san jose,CA,95134,9709052,1992,,96549,,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
0090-0-00,110 holger way,san jose,CA,95134,9714087,2010,office,124767,135167,2021,pending revisions,,,,,,,,,,,,,,,,,,,,,,,,,
0091-0-00,120 holger way,san jose,CA,95134,9714088,2010,office,218349,227663,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0092-0-00,130 holger way,san jose,CA,95134,9714089,2010,office,218349,236040,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0092-1-00,95 headquarters dr,san jose,CA,95134,9714096,2010,parking,125323,125323,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0093-0-00,75 headquarters dr,san jose,CA,95134,9714101,2010,hotel,116628,116628,2021,in compliance,93,,,46.8,100.3,998422.7,20492.1,233.4,109.4,342.8,,1460.7,377.9,,,,,,,,,,1838.7,15.77,
0094-0-00,4180 n. 1st street,san jose,CA,95134,9714104,1976,restaurant,20329,24624,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0095-0-00,95 holger way,san jose,CA,95134,9714107,2010,retail store,137954,137954,2021,in compliance,91,43.2,115.4,43.7,115.7,1612199,5334.999722,,28.3,,2809,,,,,,,,,,,,2809,20.36,
0096-0-00,111 holger way,san jose,CA,95134,9714108,2013,hotel,98905,18650,2021,in compliance,30,218.9,419,218.9,419,590627.7,20677.30982,,109.8,,769.6,,,,,630.3,,,,,,,1399.9,75.06,
0097-0-00,2670 seely ave bldg 11,san jose,CA,95134,9715028,1995,office,136602,141033,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0098-0-00,600 epic way,san jose,CA,95134,9715035,2012,multifamily housing,231836,280512,2021,in compliance,80,39.6,78.9,39.6,78.9,1756867,51012.3886,,271,,,,,,,,,,,,,,18517,66.01,9
0099-0-00,640 epic way,san jose,CA,95134,9715036,2013,multifamily housing,240400,285844,2021,in compliance,93,33.6,70,33.6,70,1663564,39194.85797,,208.2,,,,,,,,,,,,,,20847.8,72.93,6
0100-0-00,680 epic way,san jose,CA,95134,9715037,2013,multifamily housing,188493,227424,2021,in compliance,99,28.4,58.6,28.5,58.7,1097597,27329.51945,,145.2,,,,,,,,,,,,,,8668,38.11,58
0101-0-00,3700 casa verde st,san jose,CA,95134,9721121,2013,multifamily housing,397083,480955,2021,in compliance,45,47.8,84.2,48.2,84.4,2724916,138866.9764,,737.6,,,,,,,,,,,,,,19169.7,39.86,63
0102-0-00,3737 casa verde st,san jose,CA,95134,9721122,2015,multifamily housing,208696,303637,2021,in compliance,69,48.2,83.2,48.4,83.1,1187389,65647.4244,,348.7,,,,,,,,,,,,,,3920.7,17.87,96
0103-0-00,251 river oaks pkwy,san jose,CA,95134,9733033,1981,,88818,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0104-0-00,211 river oaks pkwy,san jose,CA,95134,9733034,1982,,75790,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0105-0-00,260 innovation dr,san jose,CA,95134,9733105,1986,office,103227,102821,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0106-0-00,355 river oaks pkwy,san jose,CA,95134,9733111,1980,manufacturing/industrial plant,200723,194000,2021,in compliance,,166.9,431.1,167.2,431.4,8312092,40755.3,1943.4,216.5,2159.9,1346.4,,4775,,,,,,,,,,6121.4,31.55,
0107-0-00,373 river oaks cir,san jose,CA,95134,9733112,1990,multifamily housing,185456,221925,2021,in compliance,80,39,68.5,39.6,69.9,1034464,51113.9797,,271.5,,,,,,,,,,,,,,13191.7,60.48,43
0108-0-00,270 innovation dr,san jose,CA,95134,9733115,1986,office,103103,104303,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0109-0-00,250 innovation drive,san jose,CA,95134,9733116,1986,parking,375461,163034,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0110-0-00,280 innovation dr,san jose,CA,95134,9733118,1986,office,161811,162840,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0111-0-00,310 crescent village cir,san jose,CA,95134,9733119,2012,multifamily housing,1659060,441502,2021,in compliance,39,43.8,74,44.2,74.3,2060697,124918.2015,,663.5,,,,,,,5648.4,,,,,,,20997.2,47.56,24
0112-0-00,3200 zanker rd,san jose,CA,95134,9733120,2006,multifamily housing,341510,451965,2021,in compliance,48,39.1,66.6,39.9,67.6,1948479,113685.1408,,603.8,,,,,,,7783.7,,,,,,,21592.7,47.78,19
0113-0-00,320 crescent village cir,san jose,CA,95134,9733121,2013,multifamily housing,310021,411873,2021,in compliance,48,43.8,71.5,44.3,71.9,1754692,122405.8184,,650.2,,,,,,,4566.8,,,,,,,17464.4,42.4,37
0114-0-00,330 crescent village cir,san jose,CA,95134,9733122,2013,multifamily housing,314129,389520,2021,in compliance,48,41.2,70.1,41.7,70.5,1743741,102821.4259,,546.1,,,,,,,3141.6,,,,,,,14648.7,37.61,46
0115-0-00,350 river oaks pkwy,san jose,CA,95134,9733123,2013,multifamily housing,290639,360392,2021,in compliance,40,47.8,78.2,48.5,78.8,1684960,117312.0608,,623.1,,,,,,,3052.8,,,,,,,13372.2,37.1,57
0116-0-00,385 river oaks pkwy,san jose,CA,95134,9733125,2015,multifamily housing,420283,521151,2021,in compliance,60,40.7,64.5,41.4,65.2,1891373,151434.6472,,804.3,,,,,,,4929.5,,,,,,,21221.3,40.72,38
0117-0-00,3401 iron point dr,san jose,CA,95134,9733126,2014,multifamily housing,251793,324610,2021,in compliance,100,29.5,60.7,29.6,60.8,1615544,40998.28177,,217.8,,,,,,,,,,,,,,9602.3,29.58,66
0118-0-00,1 vista montana,san jose,CA,95134,9752013,2014,multifamily housing,465563,525285,2021,in compliance,99,29,60.6,29.3,61.3,2688468,62181.9,628.6,330.3,958.9,,14415.1,,,,,,,,,,,14415.1,27.44,82
0120-0-00,4401-4461 renaissance dr,san jose,CA,95134,9752037,1998,multifamily housing,118509,118509,2021,in compliance,96,34.7,58.1,34.8,58.3,580122.3,35590.69976,,189,,,,,,,,,,,,,,7940,49.85,55
0121-0-00,4511-4571 renaissance dr,san jose,CA,95134,9752038,1998,multifamily housing,206932,138608,2021,in compliance,98,30.6,51.1,30.7,51.2,656135.9,41180.05032,,218.7,,,,,,,,,,,,,,12046,58.21,44
0122-0-00,99 vista montana,san jose,CA,95134,9752041,2016,multifamily housing,530457,661182,2021,in compliance,100,28.1,55.5,28.1,55.6,2883104,87562.6974,,465.1,,,,,,,,,,,,,,19784.1,29.92,75
0123-0-00,4001 n 1st st,san jose,CA,95134,9753007,1984,,75216,,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0124-0-00,3939 n 1st st,san jose,CA,95134,9753008,1984,office,64336,64399,2021,in compliance,,350.1,896.6,350.1,896.6,5699949,30756.02979,,163.4,,,,899.9,,,,,,,,,,1045.9,16.26,
0125-0-00,3901 n 1st st,san jose,CA,95134,9753009,2016,office,65188,65188,2021,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,
0126-0-00,3833 n 1st st,san jose,CA,95134,9753010,1980,office,80908,80908,2021,in compliance,37,88,225.2,88.4,225.6,1799933,10099.3104,,53.6,,3057.2,,,,,,,,,,,,3057.2,37.79,
0127-0-00,125 w tasman dr,san jose,CA,95134,9753017,1999,,121126,,2021,exempt,,,,,,,,,,,,,,,,,,,,,,,,,
