SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0068-0-00,91 e tasman dr,san jose,CA,95134,9707066,1985,office,83632,84049,2023,in compliance,,,76,29.1,81.4,29.1,81.4,716525,,167.5,0,167.5,,921,,,,,,,,,,,921,10.96,
0069-0-00,121 e tasman dr,san jose,CA,95134,9707072,2000,multifamily housing,164065,270689,2023,in compliance,,,67,41,75.8,41.3,76.1,987328.6,40794,230.8,216.7,447.5,,9170.7,,,,,,,,,,,9170.7,50.87,33
0071-0-00,25 rio robles e,san jose,CA,95134,9707075,2003,multifamily housing,135806,168399,2023,in compliance,,,68,43,70.9,44.1,71.9,721568.6,49664.1,168.7,263.8,432.5,,6149.8,,,,1961.9,,,,,,,8111.7,48.17,31
0072-0-00,65 rio robles e,san jose,CA,95134,9707076,2003,multifamily housing,214075,264925,2023,in compliance,,,98,36.2,60.8,36.7,61.1,1001943,62984.7,234.3,334.5,568.8,,11051.1,,,,4859.9,,,,,,,15911.1,60.06,21
0073-0-00,85 rio robles e,san jose,CA,95134,9707077,2003,multifamily housing,232705,288847,2023,in compliance,,,90,42.7,68.7,43.4,69.3,1148183,86246.3,268.5,458.1,726.6,,13583.8,,,,1907,,,,,,,15490.8,53.63,28
0074-0-00,80 descanso dr,san jose,CA,95134,9707080,2002,multifamily housing,233943,289591,2023,in compliance,2023,compliant,77,44.1,72.7,45,73.5,1276381,86670.2,298.4,460.3,758.8,,11563.6,,,,3063.8,,,,,,,14627.4,50.51,22
0075-0-00,60 descanso dr,san jose,CA,95134,9707081,2002,multifamily housing,220943,264853,2023,in compliance,2023,compliant,90,38.9,68.8,39.4,69.2,1234141,62361.2,288.6,331.2,619.8,,9755.1,,,,3284.1,,,,,,,13039.1,49.23,30
0076-0-00,20 descanso dr,san jose,CA,95134,9707082,2003,multifamily housing,233200,289753,2023,in compliance,,,82,44.2,73.2,45.1,73.9,1290237,86663.9,301.7,460.3,762,,12189.6,,,,6805.1,,,,,,,18994.7,65.55,11
0077-0-00,178 e tasman dr,san jose,CA,95134,9707084,2001,other,116042,112043,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0078-0-00,135 rio robles e,san jose,CA,95134,9707087,2005,multifamily housing,440382,296986,2023,in compliance,,,77,42.6,73.6,43.2,74.1,1426736,79650.5,333.6,423.1,756.6,,13419,,,,4632.7,,,,,,,18051.6,60.78,16
0078-0-01,185 estancia drive,san jose,CA,95134,9707087,2005,multifamily housing,440382,243007,2023,in compliance,,,68,46,77.7,46.6,78,1185357,72740.7,277.1,386.4,663.5,,12198,,,,1188.5,,,,,,,13386.5,55.09,22
0079-0-00,180 alicante dr,san jose,CA,95134,9707089,2006,multifamily housing,361052,106722,2023,in compliance,,,58,47.7,87.9,48.2,88.1,670184.8,28554.2,156.7,151.7,308.4,,3966.4,,,,2158.7,,,,,,,6125.1,57.39,27
0079-0-01,130 descanso drive,san jose,CA,95134,9707089,2006,multifamily housing,361052,340673,2023,in compliance,,,87,42.5,74.2,43,74.5,1673952,89373.3,391.4,474.7,866.1,,13021.6,,,,5293.1,,,,,,,18314.7,53.76,28
0080-0-00,3507 palmilla dr,san jose,CA,95134,9707094,2007,multifamily housing,437102,448311,2023,in compliance,,,70,42.1,72.8,42.9,73.5,2134440,119460.6,499.1,634.5,1133.6,,14912.7,,,,8859.4,,,,,,,23772.1,53.03,16
0080-0-01,3500 palmilla drive,san jose,CA,95134,9707094,2007,multifamily housing,437102,93578,2023,in compliance,,,1,74.9,125.1,77.1,126.9,720574.9,47527.8,168.5,252.4,420.9,,3552,,,,,,,,,,,3552,37.96,39
0081-0-00,175 baypointe pkwy,san jose,CA,95134,9707096,2014,multifamily housing,172223,226849,2023,in compliance,,,88,40.1,67.4,40.6,67.5,840653.8,53199.9,196.6,282.6,479.1,,10332.9,,,,,,,,,,,10332.9,51.25,23
0082-0-00,150-152 river oaks pkwy,san jose,CA,95134,9709019,1984,manufacturing/industrial plant,100024,100024,2023,in compliance,,,,14.6,39,14.6,39,395702.2,1140.7,92.5,6.1,98.6,111.3,,,,,1045.2,,,,,0,,1156.5,11.56,
0083-0-00,3300 n 1st st,san jose,CA,95134,9709031,1999,other - technology/science,163550,177103,2023,in compliance,2023,exempt,,111,235.7,112.5,237.2,3532050,78713.3,825.8,418.1,1243.9,,3117.7,,,,,,,,,,,3117.7,17.6,
0084-0-00,3200 n 1st st,san jose,CA,95134,9709037,1997,other - technology/science,85017,85017,2023,in compliance,,,,75.2,163.5,77.8,166.2,1204018,25020.4,281.5,132.9,414.4,,,,,,,,,,198.9,,1037.9,1236.8,14.55,
0085-0-00,101 innovation dr,san jose,CA,95134,9709045,1998,office,359360,106462,2023,in compliance,,,92,42.5,96.2,43.1,96.4,910440.1,14857.1,212.9,78.9,291.8,349,,2194.8,,,,,,,,,,2543.7,23.89,
0085-0-01,131 innovation dr,san jose,CA,95134,9709045,1998,office,127890,127890,2023,in compliance,,,82,215.5,163.4,215.5,163.4,-1346606,321562.1,-314.8,1708,1393.1,59.9,,2526.6,,,,,,,,,,2586.5,20.22,
0085-1-00,121 innovation dr,san jose,CA,95134,9709044,1998,office,128740,128740,2023,in compliance,,,52,94.9,248,96,249.2,3199322,14392.8,748,76.4,824.5,99.3,,2656,,,,,,,,,,2755.3,21.4,
0086-0-00,197 innovation dr,san jose,CA,95134,9709046,2001,parking,249000,259714,2023,in compliance,,,,2.8,7.8,2.8,7.7,209843,,49.1,0,49.1,,,,,,,,,,,,,,,
0087-0-00,190 river oaks pkwy,san jose,CA,95134,9709049,1998,office,142200,141998,2023,in compliance,,,,381.6,726.6,381.6,726.6,7751278,277417.3,1812.3,1473.5,3285.8,2561.8,,1944,,,,,,,,,,4505.8,31.73,
0088-0-00,3137-3151 zanker rd,san jose,CA,95134,9709050,1990,office,201500,201500,2023,in compliance,2023,not submitted,,0,0,0,0,299.2,0,0.1,0,0.1,165.3,,1745.2,,,,,,,,,,1910.5,9.48,
0089-0-00,3100 n 1st st,san jose,CA,95134,9709052,1992,,96549,,2023,exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,
0090-0-00,110 holger way,san jose,CA,95134,9714087,2010,office,124767,135167,2023,in compliance,,,1,222,601,222.4,601.5,8329853,16405.2,1947.6,87.1,2034.7,,4278,,,1229,,,,,,,,5507,40.74,
0091-0-00,120 holger way,san jose,CA,95134,9714088,2010,office,218349,227663,2023,in compliance,,,50,70.4,167.4,71.4,168.5,3564590,40946.1,833.4,217.5,1050.9,,1237.6,,,0,,,,,,,,1237.6,5.44,
0092-0-00,130 holger way,san jose,CA,95134,9714089,2010,office,218349,236040,2023,in compliance,,,,61.8,134.3,62,133.4,2700554,54137.3,631.4,287.5,919,,2417.9,,,1973.4,,,,,,,,4391.3,18.6,
0092-1-00,95 headquarters dr,san jose,CA,95134,9714096,2010,parking,125323,125323,2023,in compliance,,,,18.1,50.8,18.1,50.8,532903.7,,124.6,0,124.6,,0,,,,1162.3,,,,,,,1162.3,11.6,
0093-0-00,75 headquarters dr,san jose,CA,95134,9714101,2010,hotel,116628,116628,2023,in compliance,2023,compliant,86,,,58.6,116,1064117,31935.2,257.5,170.1,427.7,,2612.8,380.6,,,,,,,,,,2993.4,25.67,
0094-0-00,4180 n. 1st street,san jose,CA,95134,9714104,1976,restaurant,20329,24624,2023,in compliance,,,,89.5,164.4,89.4,163.5,983152.9,41788.1,238,222,459.9,4173.5,,,,,7985.3,,,,,,,12158.8,144.28,
0095-0-00,95 holger way,san jose,CA,95134,9714107,2010,retail store,137954,137954,2023,in compliance,,,86,52.5,128.7,53.1,128.4,1679673,15922,392.7,84.6,477.3,2214,,,,,,,,,,,,2214,16.05,
0096-0-00,111 holger way,san jose,CA,95134,9714108,2013,hotel,98905,18650,2023,in compliance,,,5,326.5,576.8,326.6,577.2,731599.8,35955.2,171.1,191,362,2843.6,,,,,591.2,,,,,,,3434.8,184.17,
0097-0-00,2670 seely ave bldg 11,san jose,CA,95134,9715028,1995,office,136602,141033,2023,in compliance,,,1,673.6,1886,660.3,1849,27294750,,6606.1,0,6606.1,,,,,,,,,,2108.9,,2373.8,4482.7,31.78,
0098-0-00,600 epic way,san jose,CA,95134,9715035,2012,multifamily housing,231836,280512,2023,in compliance,,,94,33.1,67.5,33.1,67.5,1537309,40359.4,359.4,214.4,573.8,,543.3,,,,,,,,,,,543.3,1.94,100
0099-0-00,640 epic way,san jose,CA,95134,9715036,2013,multifamily housing,240400,285844,2023,in compliance,,,98,30.8,62.2,30.8,62.2,1432178,39144.6,334.9,207.9,542.8,,6801.1,,,,,,,,,,,6801.1,23.79,85
0100-0-00,680 epic way,san jose,CA,95134,9715037,2013,multifamily housing,188493,227424,2023,in compliance,,,98,30.6,61.6,30.8,61.8,1121726,31759.6,262.3,168.7,431,,8698.2,,,,,,,,,,,8698.2,38.25,57
0101-0-00,3700 casa verde st,san jose,CA,95134,9721121,2013,multifamily housing,397083,480955,2023,in compliance,2023,not submitted,44,47.6,84,48,84.1,2715161,138287.4,634.8,734.5,1369.3,,21186.8,,,,,,,,,,,21186.8,44.05,51
0102-0-00,3737 casa verde st,san jose,CA,95134,9721122,2015,multifamily housing,208696,303637,2023,in compliance,,,69,48.3,81.3,49,81.8,1112367,69620.6,260.1,369.8,629.9,,15262.6,,,,,,,,,,,15262.6,69.56,11
0103-0-00,251 river oaks pkwy,san jose,CA,95134,9733033,1981,,88818,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0104-0-00,211 river oaks pkwy,san jose,CA,95134,9733034,1982,,75790,,2023,not submitted,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105-0-00,260 innovation dr,san jose,CA,95134,9733105,1986,office,103227,102821,2023,in compliance,,,7,140.5,363.2,141.2,362.7,3706943,19327.1,866.7,102.7,969.4,257.2,,,,,,,,,,,,257.2,2.49,
0106-0-00,355 river oaks pkwy,san jose,CA,95134,9733111,1980,manufacturing/industrial plant,200723,194000,2023,in compliance,2023,compliant,,153,400,152.9,398.6,7734039,32679.6,1808.3,173.6,1981.9,1206.1,,3256.8,,,,,,,0,,,4462.9,23,
0107-0-00,373 river oaks cir,san jose,CA,95134,9733112,1990,multifamily housing,185456,221925,2023,in compliance,,,86,38.6,62.7,39.7,64.7,842947.3,57773.3,197.1,306.9,504,,12269.1,,,,,,,,,,,12269.1,56.25,50
0108-0-00,270 innovation dr,san jose,CA,95134,9733115,1986,office,103103,104303,2023,in compliance,,,8,151.1,351.7,151.5,351.6,3323573,42824.5,777.1,227.5,1004.5,1853,,,,,,,,,,,,1853,17.97,
0109-0-00,250 innovation drive,san jose,CA,95134,9733116,1986,parking,375461,163034,2023,in compliance,,,,119.8,308.9,120.6,309,4938533,26508.5,1154.7,140.8,1295.5,3153.9,,,,,,,,,,,,3153.9,19.5,
